reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,label
c2df09e9-5b5b-48a4-9aca-dc4f923d4b2f,DJ Collection,https://play-lh.googleusercontent.com/a/ACg8ocJuoQuc0e3fnmWOejV2O9ApzLhZOTtZq05zgLlpqRhxPRb2cw=mo,"Aplikasi ngk bermutu, cari tiket kok ngk ada rutenya, kirain ngk ada rute dari daerahku, di cek di daerah lain kok sama aja, di benerin lagi aplikasi nya",1,0,,2024-09-30 23:44:00,,,,"negatif"
14f54ac5-9257-486b-8c86-4640d2ef7adc,kiranadwi sakita,https://play-lh.googleusercontent.com/a-/ALV-UjWX-b6qVspw-ESfoRORLk0dm0OnKnWdSyVNJQuCg4PioHrsLUs,"Aplikasi tersampah, padahal sngt di perlukan, apa2 troubleshoot, Gajelas bgt, lemot, verifikasi lama. Ga bisa masuk2. Payah! Ini beneran ga optimal bgt, concern ke aps nya lah kalo emg mau di alihkan pembelian tiket jdi optimal lewat online. Duh kebanyakan korup si, cuma bayar programming buat optimalisasi aja gabisa buset!",1,0,6.7.0,2024-09-30 23:18:05,,,6.7.0,"negatif"
f42d2313-7cfe-42d6-a1d9-1da9d4674ddc,Naufal Fattah,https://play-lh.googleusercontent.com/a-/ALV-UjU9xRl68AernVfXG4JuEEx5nZkfUQIxo-umca1BXAbw8BCclQXV,"QRIS YANG BENER LAH, BOLAK BALIK MAU BAYAR GABISA GADA QR NYA",1,0,6.4.1,2024-09-30 15:39:21,,,6.4.1,"negatif"
ad91bbd5-7766-4626-b46c-9b7134297b61,Theresia Lucky,https://play-lh.googleusercontent.com/a/ACg8ocKNKonReLgDIuwqAMlIwb2lurB-aYgQldnxZ27-33iOfGu7=mo,"Boarding pass ga muncul, pembayaran udh selesai diterima",2,0,6.7.0,2024-09-30 15:14:42,,,6.7.0,"negatif"
2352d175-8cb2-4e8c-b14f-1f236c2845f7,norma Sulastri,https://play-lh.googleusercontent.com/a-/ALV-UjXK1vxaIK8O6XF4po4YkCuovy2jZpjwOSdzIXWKi195PmCC9rhC,"Udah beli tiket lokal tapi kenapa gak bisa liat tiket yg dibeli ya? Udh bbrp hari error, gimana pas tgl saya berangkat mau scan barcode gk bs kebuka tiket yg saya belinya???",2,0,6.7.0,2024-09-30 13:02:18,,,6.7.0,"negatif"
c41f2e42-ca02-4698-9684-6ebddbb5d167,Novia Pridini,https://play-lh.googleusercontent.com/a-/ALV-UjXzr_xG7wZiL4M81_nQNmniTcEnaE5Zsx9Z7UfH2er3WcoqAJea,Padahal udah isi saldo tapi tidak masuk kecewa kecewa,1,0,6.8.1,2024-09-30 12:59:38,,,6.8.1,"negatif"
f88a9571-d988-41cb-80cc-29d019457107,عمر الكاف,https://play-lh.googleusercontent.com/a-/ALV-UjWiJn4MYZQvODKZWXFZ7AYHhyETX-DVGfg7q4WpOGBcnS1Aew,waktu batalin tiket katanya akan kembalikan uang 75%sampai sekarang belum di balikan,1,0,,2024-09-30 12:00:37,,,,"negatif"
2366e122-2cce-4ec5-acd0-8cba04ad0400,Om JinBatu,https://play-lh.googleusercontent.com/a-/ALV-UjVyLBV3PzqH4ZGHqaNdFYH87uwUi6-ysTTaNLbPwA-rGgYzlHQ,"Topupnya gk bisa dibawa rusuh, ayo Team iT nya lebih giat lg..",3,0,6.8.1,2024-09-30 11:14:50,,,6.8.1,"negatif"
1d466c37-f000-4f64-aa33-b34cc8cbfd18,yoga septian,https://play-lh.googleusercontent.com/a-/ALV-UjVWcSG-NzXKP_q72EISSvlwoDRV7YWXfJv0WMHmKcGdtMH4LWc,"Aplikasinya masih banyak bug, sering error loading lama",1,0,6.8.1,2024-09-30 10:53:04,,,6.8.1,"negatif"
69281e89-3208-4c5f-abc5-a0b843d216ad,Wahyu Indah Sari,https://play-lh.googleusercontent.com/a-/ALV-UjXjyOiYLYRXGDD-0WBN64SJIIGj43IwkOdHDqhFT6VEXSjYCf0x,"Mau batalin tiket susah bgt. Pengembalian dana melalui e wallet tidak tersedia. Nonton di ytb keknya gampang bgt. Lewat rekening, juga ga bisa, no rek udah di input, tp gagal, tulisannya wajib di isi terus. Aplikasinya juga dh di update. Tp kenapa gagal mulu.. Hhhffttt",1,3,6.8.1,2024-09-30 10:42:40,,,6.8.1,"negatif"
46a64b5b-14a8-4c8b-913b-955e3ab8c26e,Melinda Linda,https://play-lh.googleusercontent.com/a/ACg8ocKPu8FeVT_quLBDJK-FQdXOaCErVp2ZrvD0xiVN7Ux9Eo1z1w=mo,"Saya mau pesen tiket , tapi kenapa ya sekarang mau pilih kursi saja tidak bisa , saya coba berulang tetap ga bisa alasannya gad signal, mohon dibantu ya kai dan mohon segera diperbaiki . makasi",1,0,6.7.0,2024-09-30 08:06:39,,,6.7.0,"negatif"
9c411467-a3c0-4883-873f-25e4436c739e,Lina pramitasari,https://play-lh.googleusercontent.com/a-/ALV-UjX37xEJj3F64AGI3d09Akaz-p3-O-TicEq8fLK1MDYLiN1909_V,"Tolong ditingkatkan pelayanan untuk pembatalan tiket, uang saya masih nyangkut di KAI. Saya pesan tiket lokal jember - kalistail pada tgl 1 september tp krn ada masalah kondisi saya membatalkan tiket, saya tanya pihak cust servis katanya menunggu 14hari jam kerja ternyata saya tunggu sampai tgl 26 september uang saya belum keluar. Gimana ini tolong dong pelayanannya.",1,11,6.7.0,2024-09-30 07:47:58,,,6.7.0,"negatif"
3d8cf85c-729d-42e0-824a-cd3ac94c271c,Yoi Mabro,https://play-lh.googleusercontent.com/a/ACg8ocLhO9ldnORnrxy_JDD75af99C8xGJCbhCYdOBrGbXRKP7IJCw=mo,Gimana si cara pembayaran ga jelas skli bikin darah tinggi saja,1,0,,2024-09-30 07:07:11,,,,"negatif"
a3f9cbf5-c714-4f68-896b-fc8ed26e9df8,teja nurani,https://play-lh.googleusercontent.com/a/ACg8ocLgtNaunUWKtKcCkJh-4AISbDML9FP8XVRE9_BeGfgvlAKKoA=mo,Semoga bisa berjalan lancar aplikasinya,5,0,6.8.1,2024-09-30 06:42:05,,,6.8.1,"netral"
89464ccf-3bd2-49b5-84ba-fdea606587cf,aldi wijaya,https://play-lh.googleusercontent.com/a/ACg8ocK-CCVUnV3b0sfJuhFyLa7-9NK6oIvZFEMyDOZJ041FmrR7Dg=mo,"Saya sudah melakukan pembayaran via gopay status sudah selesai tapi tiket yang saya pesan tidak selesai, GX JELAS!!! mau coba hubungi service senter nya gak bisa, GX JELAS!!!",1,0,6.7.0,2024-09-30 06:06:51,,,6.7.0,"negatif"
668e65bb-a135-4c37-b9e0-ccb0606e7582,Shella Nurhaliza Putri,https://play-lh.googleusercontent.com/a/ACg8ocI5s7Bx4sMvYHOLFnJlv4_3Ns-WV5zCIpbKexZy0za0yt5jFQ=mo,Gajelas aplikasinya,1,0,6.7.0,2024-09-30 05:38:01,,,6.7.0,"negatif"
2169c753-639c-496b-a51f-110d9a6130e0,Fathur Rozaq,https://play-lh.googleusercontent.com/a/ACg8ocITqZtA1dClSD6dyuK2xvG70vJ-TYrUkamoKAIisYDP7AEjNw=mo,Loading lama banget,1,0,5.0.5,2024-09-30 05:03:49,,,5.0.5,"negatif"
d1a46f4d-ec93-484e-958a-d93015a3aef6,Ibrahimov,https://play-lh.googleusercontent.com/a-/ALV-UjVX54ddrm7lTC5bzYiGx8OjSV04yYFo0x-dosPmbghMi561h1i6,"Apaansi payah bgt, masa mau upgrade aja ribet bgt, suruh masukin kode otp tapi tulisan nya ""kode otp tidak sesuai"" lah padahal kode yg saya masukin itu kode yg di kirim dari pihak kalian, gimana si",1,0,6.7.0,2024-09-30 01:59:57,,,6.7.0,"negatif"
73bbc7d3-c030-4803-95df-f1dbdac0c8f3,Main Gim,https://play-lh.googleusercontent.com/a-/ALV-UjXmrwLnEnmEPw3tmm-PzOnBkIMHiehG7oIpZKebX5b5yUa4nxA,Aplikasi ajg.. Mau mesen tiket eror mulu.,1,0,,2024-09-30 01:47:37,"Hai kak, bisa diinfokan dengan jelas, error nya seperti apa?",2024-09-30 02:37:12,,"negatif"
0d766286-5def-485f-b946-ccf64730b5b2,anggra ayren3,https://play-lh.googleusercontent.com/a-/ALV-UjU09SaQnCbykLkKeYE8C7f7pmKlUDiDEVvaCVxaOVlQmyrsFYYe,Ok,5,0,6.7.0,2024-09-30 01:23:31,,,6.7.0,"netral"
2cb9d192-a0c0-459d-ba8b-b9eb7a63e967,Ridwan Luwia,https://play-lh.googleusercontent.com/a-/ALV-UjXjpdrj-pPwEz1N0N_gQk8Lvq31BLtkZ5B3nHfIW_1IFff6UJxu,"Cara termudah dan simple utk melakukan pembelian tiket kereta api ke semua tujuan .... menggunakan aplikasi ini sangat mudah dan nyaman, apalagi sekarang ditambah fitur bisa menelpon contact centre tanpa pulsa ... bravo KAI ACCESS",5,0,6.8.1,2024-09-30 01:16:45,,,6.8.1,"positif"
733184e8-e08a-4c89-bd9a-239130a148ca,naura zalianty,https://play-lh.googleusercontent.com/a/ACg8ocKx8ubRPWRE6AxpFG3z2tGdlwTMCEP7gAypS9YAKU9YPh0ciw=mo,aplikasinya gajelas,1,0,6.7.0,2024-09-30 01:05:05,,,6.7.0,"negatif"
bf0dbcb1-3f06-4443-bc5e-a467b7e542ef,De Yusman,https://play-lh.googleusercontent.com/a-/ALV-UjVPenS7eb8fYORK6Fm4XocHgMHizcdzFG6fKLCfXYEejRROORAQ,"Good, aplikasi ini cukup membantu.",5,0,6.8.1,2024-09-30 00:53:45,,,6.8.1,"positif"
25cf1afe-ad88-4566-bee5-23da3f33b3d1,ahmad zainudin,https://play-lh.googleusercontent.com/a-/ALV-UjUS-PSI8A0sy40-t2zeJWA54rmCSrB0ahlAZsMZB5Wx4Fk6PD0,"Saya pengguna lama aplikasi ini tapi semenjak update mau bayar krl pas mau masukan pin tidak bisa padahal saya pengguna lama & tidak pernah ganti pin untuk transaksi, pas klik lupa pin notif dari email untuk ganti pin tidak bisa di buka, aneh ya tapi begitu sekarang aplikasi kaiaccess, auto uninstall",1,0,6.7.0,2024-09-30 00:34:25,,,6.7.0,"negatif"
fcfbcb21-69b5-48c0-a19d-71b99a3d52f2,Dedi Irawanto,https://play-lh.googleusercontent.com/a-/ALV-UjUqQYSswttgtww4gK9aeJP7DezFDLiIuReM_EaM78zrLj79rqdp,Perlu dikembangkan lagi,5,0,6.7.0,2024-09-30 00:26:48,,,6.7.0,"netral"
ff8339b9-4c2d-4d20-9a82-daab38c56cc1,Satrio UD,https://play-lh.googleusercontent.com/a/ACg8ocK-JzfRx2lP3Te62U2Lz5SMHSuS5ExaLv7rdf6NwB3NUoGHuA=mo,Lancar dan dimudahkan,5,0,6.4.1,2024-09-29 22:44:15,,,6.4.1,"positif"
82aa0cce-3710-4cde-b205-ef1de7e895c1,Sawa93,https://play-lh.googleusercontent.com/a-/ALV-UjUJEjL3USjGEN4kY6LsBcz5JIg_0vLZ6mIR8VKqeiqEjgV4RYJj,"Kalau mau pesan tiket loadingnya lama dan suka eror setelah itu saat mau beli lagi tiket kereta sudah habis, tolong diperbaiki 🙏🏻",1,0,6.6.1,2024-09-29 17:24:33,,,6.6.1,"negatif"
cf37d622-4268-4570-aaf0-79a829d4a636,Baihaqi Muhammad,https://play-lh.googleusercontent.com/a-/ALV-UjW9cZz2DZ9D29tfMdtNUKtj6ZA6WbWkldZPE-iOa7OppqgblsI,"Makin Diupdate makin banyak Bug nya, parahh, mau masuk akun aja, failed request data terus, kocak"", sekarang plus 00.00 buat beli tiket ga muncul sampai 00.08 baru keluar tiba"" tiket udh habis, pliss lah niat ga sih bikin apk, fitur aja ditambah""i, tapi yg bener"" dibutuhin dan inti aplikasi malah ga berkerja dengan baik, minimal ngotak, pliss ini KAI Ascess gimana, mana udh 2 kali lagi udh bayar ternyata tiket ga keluar siall siall",1,0,6.7.0,2024-09-29 17:15:29,,,6.7.0,"negatif"
4aae5d0f-9f39-4cc8-b044-9ef5abff63cf,henry ramadhani,https://play-lh.googleusercontent.com/a-/ALV-UjVV9Ll4A0UJ7igeHniqZBnKYtSYKZMX2s8NVg6lubNabeN_EgM,apk anj,1,0,,2024-09-29 17:07:15,,,,"negatif"
4910d992-85ac-433c-b1cc-79c9e189c77b,Raji Widiyanto,https://play-lh.googleusercontent.com/a/ACg8ocLc0lE-aGQxMuvJeMLEK-E0mYtWBLXVjQpb5WfPXulv0zSNpKw=mo,Sanngat lemot Nomer dan gmail sudah singkron kok malah ngak bisa,1,0,6.7.0,2024-09-29 15:40:36,,,6.7.0,"negatif"
4cbbf347-2058-481e-90d9-93e5a1893a42,Nxeyin Yt,https://play-lh.googleusercontent.com/a-/ALV-UjVwMwNUnvusKntnTFJy0Mm5I-poIsjsg5BCPO4G0fMeJxRW-zs,Sudah pesan teqmpat duduk eh ga bisa bayar sampek 3 batalkan pesanan tetep gak bisa bayar apa emang gak boleh bayar?,1,0,,2024-09-29 14:26:22,,,,"negatif"
f4328a51-fc90-4d67-996d-22ac3d2ac078,Bapaknya Salwa,https://play-lh.googleusercontent.com/a-/ALV-UjXrgVL-l05LHmqD0AXrNY1aS9mIPfwNKXZTiMmLjHaknxTzGQ,"Pesen tiket untuk bulan oktober, tgl 2, tiket tersedia tapi gak bisa pilih kursi, sudah beli tiket dengan no kursi random/acak, tapi tiket ga bisa di tampilkan...",1,1,4.5.1,2024-09-29 12:51:39,"Hi kak, mohon maaf atas kendalanya. Silakan buka menu pengaturan di perangkat Anda, cari ""Access by Kai,"" dan kemudian hapus data. untuk pembayaran shopee pay silakan lakukan binding terlebih dahulu dengan cara masuk ke menu akun kemudian pilih metode pembayaran saya",2024-09-04 07:16:47,4.5.1,"negatif"
a18eb362-eb39-43dd-953d-f43110c17c1a,SUBARJO BARJO,https://play-lh.googleusercontent.com/a-/ALV-UjUgs9dAbfW5LOgSu4sv09mBhAVz4IPKL5K4zxU79KH5jK33y0Xu,"Sangat membantu dalam pemesanan,tidak perlu repot ke stasiunnya",5,0,6.7.0,2024-09-29 11:29:16,,,6.7.0,"positif"
6b2284ff-310a-40ff-89df-c151fc9b7f41,Wildan Hakam Maulidy,https://play-lh.googleusercontent.com/a-/ALV-UjX7MiZR3toXv__CvNwsh22ry0sQxOhbu3DejfSCeYh3nXrahYqL,"Upgrade itu seharusnya menambah kemudahan, ini kenapa malah jadi makin susah ngeaksesnya? balikin ke versi lama aja lahh, saham lu ambruk nanti BUMN. terus ini stasiun lainnya kemana dah? pada mendadak tutup semua gitu? kok dicari ga ada. terus kok pembayaran pakek Link Aja tiba tiba ilang, keburu ilang dah tiket gue anjir",1,0,6.7.0,2024-09-29 10:38:49,,,6.7.0,"negatif"
f15bf569-98cd-47ff-a222-471869212b98,Yanto Mulyono,https://play-lh.googleusercontent.com/a-/ALV-UjVaB0ZU4JpoMdePmnjo0iUgZZMok1znG8eZEJzDXadh7o1bhinN,"Pas pilih kursi selalu gagal. Mohon untuk BUMN bisa lebih ""pintar"" untuk mengelola aplikasi. Update yg bener asal jangan cuma update doang.",1,0,6.8.1,2024-09-29 09:56:21,,,6.8.1,"negatif"
14a14b53-43e7-439f-bde7-4166b227b10f,Hafidz Muhammad,https://play-lh.googleusercontent.com/a/ACg8ocKR3VfpEnznO0kgL6pKF_rDF_8NLwEcoyyVL17OBYxhiTUB7A=mo,"Alhamdulillah selama ini aplikasi KAI Access cukup baik. selamat untuk KAI yg hr ini berulang tahun yg ke-79. Sebelumnya senang rasanya diulang tahun KAI ini ada program KAI Birthday Bash 2024 yang meberikan diskon sebesar 21 % kpd pelanggan KAI Acces. Namun sayang seribu sayang, kenapa hrs pilih kasih untk sebagian kereta api. Jika ini hr yg berbahagia di ULTAH KAI, seharusnya seluruh lokomotif KAI mendapatkan diskon 21% ini. Semoga saran singkat in kdepannya bisa diperhatikan. mhn mf,.",4,0,6.7.0,2024-09-29 09:46:26,,,6.7.0,"netral"
fdda0263-94ec-455a-aa62-44537ac3c2d5,Sugeng Budianto,https://play-lh.googleusercontent.com/a-/ALV-UjXm34H3SErW6ShFNzSUNds_x-6zH_5ZHJWeswXqUrcICy8k540,Amplikasi yg sangat berguna,5,0,6.8.1,2024-09-29 05:36:03,,,6.8.1,"positif"
0c58e1b4-12d6-4d38-a372-414541a83a0b,Gilang,https://play-lh.googleusercontent.com/a-/ALV-UjXpYCsWdShKCcnj2uJDFLCuYX3RgA3yfH7aEwG-lgCnw8T7d1b9,setiap mau pembayaran delaynya lama banget kadang bermasalah juga,2,0,,2024-09-29 05:34:05,,,,"negatif"
39851d99-147d-4228-aaea-e63ac4620e0a,Nurlella 456,https://play-lh.googleusercontent.com/a-/ALV-UjW52b_xs-_GX88l5vUWlPKZJHOSyno4zPvEo-v0U13KxrvqLXY,aplikasi tidak bisa d gunakan tidak bisa beli tiket😡😡😡😡😡,3,0,6.6.0,2024-09-29 04:58:18,,,6.6.0,"negatif"
0b8a8ee7-cb69-49eb-8575-acb27b89ff37,nurtyasadi budi,https://play-lh.googleusercontent.com/a-/ALV-UjXcCS82SwLkhm1n-RCGkQsGTUw8UfOB8zsgSrJ5bPGnX9OifHE,"KRL Commuter di stasiun jogja pelayanannya buruk, apalagi yg jaga tiket umur 2½ th ditarik biaya terpaksa buat kartu lagi",1,0,6.7.0,2024-09-29 04:54:04,,,6.7.0,"negatif"
9858cb4f-1f90-465c-bd57-a27833e5dba8,Asep Solihin,https://play-lh.googleusercontent.com/a-/ALV-UjU_2gt87NjmWku3rWcCSjcyt0X-PxYpyQsDiwjraQxOvxoYXMM,Sekarang pt kai ribet ga bisa beli tiket offline pelayananya buruk jadi males naik kereta api Jangan naik kereta api ribet aplikasi paling tolol eror terus,1,0,6.4.1,2024-09-29 04:17:04,,,6.4.1,"negatif"
d7fdc87e-b997-4067-86af-af9e140f4033,Khamim Nur,https://play-lh.googleusercontent.com/a-/ALV-UjWAgs0_iyFAoVYApF2A8JKtxof8pEc2bAWZs69JU4TyITWDDa5s,"Aplikasinya tidak bisa menampilkan QR code, jadi tidak bisa digunakan untuk belanja di beberapa toko retail, seperti Alf*m4rt.",5,0,6.7.0,2024-09-29 04:13:23,,,6.7.0,"negatif"
981230cb-c344-4eb3-afdf-27607ba66b2e,Krisna Dwi Andrianto,https://play-lh.googleusercontent.com/a-/ALV-UjVxCDMtI99pl5lW4yeP0QOrR5B_xAabvx-7TXN7Ba9KClKpoGy_,"edit: sekarang saya berikan bintang 5, karena aplikasi sudah keren dan lancar menggunakan flutter, mantap saya apresiasi!🤞pertahankan ya 👍, terus berikan fitur"" menarik lainnya 👍👍 Edit: jgn kebanyakan fitur woi jadi lag appnya di hp kentang saya.",3,0,6.7.0,2024-09-29 04:05:46,"Hi Kak, Mohon maaf atas kendalanya, saat ini kami sedang dalam pengembangan aplikasi secara bertahap dan akan beralih aplikasi menjadi Access by KAI. Kami akan terus berupaya memberikan pengalaman terbaik untuk pengguna kami.",2023-07-12 09:24:54,6.7.0,"netral"
ecf744dc-2f2f-4f4d-9d62-a658f2c2a0b4,Game Blitz,https://play-lh.googleusercontent.com/a/ACg8ocJLSH7IaNP2vOLykgVVUK6QoMDR7MXGaASVTlc8zFcvlaV6aQ=mo,Pembatalan tiket sudah 1 Minggu lebih uang belum juga di kembalikan kecewa si,1,0,6.7.0,2024-09-29 03:23:46,,,6.7.0,"negatif"
209112ce-6dfa-405e-8293-b7deb78fee6c,Ahmad Hafiz Zakikusnaedi,https://play-lh.googleusercontent.com/a-/ALV-UjW14aPquncLSlRv71qpBOwC9shcxlQ651BpJCplCJRVAMT1ji8,"Koneksi stabil, tapi waktu pilih metode pembayaran keluar aplikasi😕",1,0,,2024-09-29 03:16:45,,,,"negatif"
29a79191-4237-43a1-882a-6dd33201de95,chyp harjadinata,https://play-lh.googleusercontent.com/a-/ALV-UjUvqucgHOms_FbX7aWe3TDCJRHJHTqVX60hU_Mi37OL3H1mho8,Apk g nisa dipake. Mau upgrade member malah g bisa,1,1,6.7.0,2024-09-29 02:45:40,,,6.7.0,"negatif"
372d1cb1-5fb8-4c46-9868-a342dfeed7c9,ArBen Alputra,https://play-lh.googleusercontent.com/a/ACg8ocKO50VvxnKyAaVaJpxgP6wUWSR-Vt13Mij9oYGMc1Ivx4R9dQ=mo,Loading lama. Pesan tiket berkali2 gagal terus. Udah milih kursi pas di pembayaran lelet banget. Akhirnya gagal. Pas pesan ulang kursi yg dipilih sebelumnya udah nggak bisa dipilih lagi. Nggak jelas apk nya,1,0,,2024-09-29 02:25:33,,,,"negatif"
5e8ec8d6-04a3-41ff-8d60-480d14c2e3d2,endang rahmat,https://play-lh.googleusercontent.com/a-/ALV-UjUAHrAGJy1Sss_O1HS_p_xJf_LMw-QQzLZtd0JUdwdBwmfMXW4,Pingin mempermudah layanan tranportasi umum degan seiring majunya teknologi..tp dengan aplikasinya belum maksimal...,1,0,,2024-09-29 02:11:48,,,,"negatif"
d3348ace-e76f-450c-9082-41137f66699a,arkamaya prasetya,https://play-lh.googleusercontent.com/a-/ALV-UjUD6twMY_ko-gwgrSnsoeigQ_A1JnYUNVN84lUrinMNnfLnNd88,"Coba lah perbaiki itu pembayaran qris kok gk dikenal, pake ovo gangguan terus, digitalisasi tp kok gak siap melayani",1,0,6.0.69,2024-09-29 02:08:02,,,6.0.69,"negatif"
f69fc6e9-7467-4f62-a612-aed35fb97b24,Ghina Nurdyanah Safitri,https://play-lh.googleusercontent.com/a-/ALV-UjW1seyZ65MoludTNU17lcDA775vNNNgseq67f9PqZzOQAlPV3z2,"Tolong dong sekalian taruh jam keberangkatan kereta komuterline nya, biar tau jam brp kereta dantang nya klo gini kan jadinya telat bgt saya nunggu udh lama bgt, gk sesuai bgt jam nya",1,0,6.6.1,2024-09-29 00:21:21,,,6.6.1,"negatif"
01244854-d666-45c9-b783-637153ff6726,Tine 10,https://play-lh.googleusercontent.com/a-/ALV-UjXurlrbrYmKZ8qMK3N17VGfWeOyTatrn1PSvvW9V-xvu0n1rxdK,Sdh saya topup tpi kok saldonya ga bertambah ya?? Mohon di perbaiki lagi apknya.,1,0,6.7.0,2024-09-28 21:32:55,,,6.7.0,"negatif"
eb90e260-511c-49cc-986e-da8fa9b43e33,Vhebee Vhebee,https://play-lh.googleusercontent.com/a-/ALV-UjVZj5ordCz_O8vfFe9Te7R4mwVObX8IdckivjLyZWOw033fMDBR,Aplikasinya payah bgt. Mau upgrade aja gak bisa. Malah dibilang email & nomer telpon no exist. Udah cobain hapus akun daftar email lain pun gak bisa.,1,1,6.7.0,2024-09-28 19:39:49,,,6.7.0,"negatif"
b418523b-d039-4001-b8e5-fb82b40b6c51,adjie ramadhan,https://play-lh.googleusercontent.com/a-/ALV-UjVc6KVK4x4D_osJ0lgeKRSS3G_OVCuFxt_5XI_kDNDE2e4JEbY,Saya membeli karcis yang salah pada jam nya dan saya harus berpikir keras untuk mengembalikannya hanya saja uang itu tidak bisa dikembalikan dan harus jual ke orang lain dan saya juga udah nggak bisa buat mendapatkan uang itu lagi tolong dibenarkan aplikasi ini jangan sampai Indonesia malu-maluin seperti ini uang 3000 masa nggak bisa dibalikin tolong dong diperbaiki lagi aplikasinya bikin malu-malu negara aja kalau niat bikin kereta nggak usah bikin karcis kereta jadilah yang jujur,5,0,6.8.1,2024-09-28 18:19:30,,,6.8.1,"negatif"
466bc83e-db0c-404a-8cb6-9355562df03c,Danapi Irawan,https://play-lh.googleusercontent.com/a/ACg8ocKWk4w200rlvJv09o5EqDFdyW3Xjo8vZYAiuHvVecbH3eoDPg=mo,"Kalau buat aplikasi yang bener dong,,,masak mau beli eror2 trus setelah normal tiket tinggal 1 kursi,,,,kasihan orang tua kalau kaya gini terus,,,,mending di ubah saja belinya distasiun,,,,kecewa bgt aku",1,0,,2024-09-28 17:42:16,,,,"negatif"
