source_url,target_url
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#Web_Scraping_Platforms
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#Legal_issues
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#United_States
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#European_Union
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#Australia
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#India
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#Methods_to_prevent_web_scraping
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#See_also
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#References
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-1
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-2
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-3
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-4
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-5
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-6
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-7
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-8
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-9
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-10
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-11
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-12
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-13
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-impervawp2011-14
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-15
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-16
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-17
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-18
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-19
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-20
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-21
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-22
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-23
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-24
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-25
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-26
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-27
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-28
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-29
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-30
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-31
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_note-32
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-1
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-2
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-3
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-4
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-5
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-6
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-7
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-8
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-9
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-10
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-11
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-12
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-13
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-impervawp2011_14-0
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-15
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-16
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-17
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-18
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-19
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-20
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-21
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-22
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-23
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-24
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-25
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-26
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-27
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-28
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-29
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-30
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-31
https://en.wikipedia.org/wiki/Web_scraping#bodyContent,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-32
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#Techniques
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#Human_copy-and-paste
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#Text_pattern_matching
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#HTTP_programming
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#HTML_parsing
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#DOM_parsing
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#Vertical_aggregation
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#Semantic_annotation_recognizing
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#Computer_vision_web-page_analysis
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#AI-powered_document_understanding
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#Software
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#Web_Scraping_Platforms
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#Legal_issues
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#United_States
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#European_Union
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#Australia
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#India
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#Methods_to_prevent_web_scraping
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#See_also
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#References
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-1
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-2
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-3
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-4
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-5
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-6
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-7
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-8
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-9
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-10
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-11
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-12
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-13
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-impervawp2011-14
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-15
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-16
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-17
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-18
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-19
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-20
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-21
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-22
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-23
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-24
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-25
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-26
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-27
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-28
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-29
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-30
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-31
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_note-32
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-1
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-2
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-3
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-4
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-5
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-6
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-7
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-8
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-9
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-10
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-11
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-12
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-13
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-impervawp2011_14-0
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-15
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-16
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-17
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-18
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-19
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-20
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-21
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-22
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-23
https://en.wikipedia.org/wiki/Web_scraping#History,https://en.wikipedia.org/wiki/Web_scraping#cite_ref-24
