score,content,sentimen
5,GAME SANGAT BAGUS,bukan keluhan
5,gem nya bsgus,bukan keluhan
5,😁👍,bukan keluhan
5,game stres anjg wifi full di dalem game merah gajelas,bukan keluhan
5,bagus lah,bukan keluhan
5,game Yang Bagus Dan Mantap,bukan keluhan
5,makasih moonton aku bisa main di adven server👍👍🤩🤩🤩,bukan keluhan
5,rating nya bagus,bukan keluhan
5,game nya bagus dan grafic nya lumayan,bukan keluhan
5,mantapp,bukan keluhan
5,"gak pernah di kasih menang, sekalinya menang kalah 5 kali sakit hati tau,monton tolong perbaiki game anda.bukanya saya bot tapi team yg di berikan itu bot semua plis perbaiki game anda saya sudah stres",bukan keluhan
5,geam Buri banyak drag sistem jangan download geam ini geam haram,bukan keluhan
5,"tolong developer plisssssssssssssss ini saya gk naik"" rank nya sistem pembagian role makin kacau",bukan keluhan
5,baguss,bukan keluhan
5,permainan nya seru banyak temen dan aku sangat bahagia,bukan keluhan
5,sangat bagus,bukan keluhan
5,ML SANGAT SERU,bukan keluhan
5,Mantap,bukan keluhan
5,"game seru, tp tim nya.",bukan keluhan
5,game yang seru,bukan keluhan
5,nice,bukan keluhan
5,game nya bagus tapi moonton skin anniversary nya gratis semua ya hehe,bukan keluhan
5,permainan sangat baik,bukan keluhan
5,game yang sangat menarik,bukan keluhan
5,seru gamenya,bukan keluhan
5,このゲームはかなり良い,bukan keluhan
5,baguss,bukan keluhan
5,gem nya bagus banget dan seru menghiburku,bukan keluhan
5,bagus,bukan keluhan
5,keren,bukan keluhan
5,aku beri 5 bintang karena aku pengen hoki di akun ku utama ya toon,bukan keluhan
5,biutiful,bukan keluhan
5,game moba terbaik yang pernah aku mainkan,bukan keluhan
5,good,bukan keluhan
5,bagus banget,bukan keluhan
5,mantapp,bukan keluhan
5,Aku raja Carry,bukan keluhan
5,good,bukan keluhan
5,game nya seru sekali,bukan keluhan
5,sangat bagus,bukan keluhan
5,seruu banget game nya bisa mabar dan bisa bekerja tim,bukan keluhan
5,game bagus👍🏻,bukan keluhan
5,bagus,bukan keluhan
5,mantap betul,bukan keluhan
5,good,bukan keluhan
5,walaupun sering kalah tapi saya tetap suka bermain mobile gegends bang bang karena bisa main oflien tidak terlalu banyak na ambil data hadiah nya banyak tidak kaya fre fire banyak na ambil data tidak bisa main oflien dan burik walaupun sering kalah tapi saya tetap senang karena hadiah nya banyak dan bagus bagus ada juga turnamen nya hero baru nya bagus bagus kaya suyou lukas kalea dan zetian hero nya bagus skil nya juga bagus warna nya juga bagus semua montoon memang baik tidak kaya di fre firee,bukan keluhan
5,Iyah,bukan keluhan
5,players di game ini Tidak mematuhi aturan tentang role hero atau lane hero dan melakukan feed secara sengaja,bukan keluhan
5,game mantap,bukan keluhan
5,ada honor of king lebih asik tuh gaes dari pada kalian berjuang di game ml yang selalu di kasih lostrek tiada henti gua juga dari legen 3 sampai epik di kasih lostrek sama selver ini yu cobain gaes siapa tau asik di sana dari pada disini,bukan keluhan
5,game yang sangat seru yang bisa membuat anda stres dan menambah perilaku yang sangat buruk😊😊😊😊,bukan keluhan
5,GAME FAVORIT KU UNTUK SELAMANYA.,bukan keluhan
5,gg!!,bukan keluhan
5,game nya bagus kok moonton walaupun ada beberapa kekurangan sih,bukan keluhan
5,keren,bukan keluhan
5,montoon gg,bukan keluhan
5,moonton kasih saya naik ke honor tolong ya moonton plisss akan kukasih bintang lima nikmameku King_kenzi™,bukan keluhan
5,game penghilang stres,bukan keluhan
5,gem bagus,bukan keluhan
5,sekarang klo main aku dah pasrah klo ketemu tim anjlok. makasih mlbb. love you,bukan keluhan
5,Good,bukan keluhan
5,game nya sangat bagus terus banyak skin gratis tapi dark system dihapus biar cepat mythic hehehe,bukan keluhan
5,game bagus banyak event seru dan menang terus,bukan keluhan
5,ini game seru banget dah apalagi diksih tim yang jago bet seru bet ini game,bukan keluhan
5,"kepada monton yang terhormat, tolong beri saya winstrek yang banyak ya hehehee",bukan keluhan
5,good,bukan keluhan
5,buat Hero yang pake senjata Kris dari Bugis,bukan keluhan
5,lumayan,bukan keluhan
5,sangat hebat game nay,bukan keluhan
5,Menyenangkan mantav well,bukan keluhan
5,keren banget game nya bikin candu,bukan keluhan
5,Sngat puas aplikasi game ini dri dulu sampai skarang ini saya msih tetap main di game ini,bukan keluhan
5,ok ok.. hiburan di waktu senggang.. permainan yg bagus .. skin dari elit sampai epic.. sering di kasih.. mantap,bukan keluhan
5,game yang bagus dan seru,bukan keluhan
5,menyenangkan,bukan keluhan
5,keren sekali,bukan keluhan
5,sangat bagus saking bagusnya pada fomo,bukan keluhan
5,mantap :),bukan keluhan
5,min kurangin bug min,bukan keluhan
5,bagus ada tapi dark system,bukan keluhan
5,bagus sekali,bukan keluhan
5,bagus bgt,bukan keluhan
5,bagus ramah seru,bukan keluhan
5,bagus,bukan keluhan
5,gem bagus dan seru mainkan ini sagat seru,bukan keluhan
5,bagus 👍(cuma untuk ngeklaim),bukan keluhan
5,game rusak pertoololan sampah,bukan keluhan
5,saat live hasil video nya putus putus,bukan keluhan
5,game yg terbaik,bukan keluhan
5,keren,bukan keluhan
5,game kikir,bukan keluhan
5,bagusss,bukan keluhan
5,saya harap untuk yg menjadi tank perlindungan poin nya di tambah menjadi 500,bukan keluhan
5,bagus menyenangkan saat waktu senggang 😘😘😘😘😘,bukan keluhan
5,mobile legend ini seru banget soalnya ga bikin bosan,bukan keluhan
5,"game nya seru, tapi susah",bukan keluhan
5,mantap,bukan keluhan
5,seruuuu,bukan keluhan
5,bagusss,bukan keluhan
5,aku raja karirr,bukan keluhan
5,bagus,bukan keluhan
5,game sialan kalah mulu,bukan keluhan
5,bagus,bukan keluhan
5,Game nya makin bagus😁 dan saya juga jarang mendapat tim dari sistem the beast emang moonton 😁,bukan keluhan
5,"hadeh moonton akun gw di ban terus sama kau , salah apa aku coba user 2018",bukan keluhan
5,keren dikasih tim jago bangett,bukan keluhan
5,tolong jangan di download,bukan keluhan
5,bagus,bukan keluhan
5,enak sekali cok,bukan keluhan
5,makasi bang,bukan keluhan
5,plisssss bagusss rank sekarangg legend,bukan keluhan
5,"game ini sangat bagus untuk di mainkan,punya grafis nya bagus dan gameplay nya juga cukup oke,terus untuk skin semua Hero juga efek/kualitas bagus keren monton 🤛",bukan keluhan
5,moonton bisaa panjangin lagi ga event metro zero nya tips hemat nya ga ingat top up pliss panjangin event nya moonton,bukan keluhan
5,sangat menghibur di saat jenuh & galau,bukan keluhan
5,game nya bagus -nya bikin setres,bukan keluhan
5,bagus tapi agak nelag,bukan keluhan
5,"Mnurut gue bgus kok gue ajak ampe epic, g patah2 klo kaya gtu hape nya berat data klo bnyak data ya suka gtu patah2.. Thanks itu aja mnurut gue...",bukan keluhan
5,bagus,bukan keluhan
5,bagus,bukan keluhan
5,gg tpi lebih dikurangi timntim beban,bukan keluhan
5,sangat senang,bukan keluhan
5,bagus,bukan keluhan
5,"jaringan kadang lagi main TB"" ilang",bukan keluhan
5,bagus,bukan keluhan
5,bagus,bukan keluhan
5,keren,bukan keluhan
5,game nya seru banget tpi bisa bikin stres,bukan keluhan
5,seru,bukan keluhan
5,terbaik dh dark sistem nya,bukan keluhan
5,makasih montoon sudah kasih skin epic Uranus yang aku idolkan nih aku kasih bintang 5 sekarang aku pengin ke glory lagi maksihhhh🙏👏👍👍👍,bukan keluhan
5,seru klo mainnya party an atau dpt tim yg kompak,bukan keluhan
5,game nya bagua sumpah😊,bukan keluhan
5,Game yang bagus,bukan keluhan
5,game ini sangat seru! oh ya jangan lupa di kurangin drak sistem nya ya papih muntun ☺,bukan keluhan
5,gamenya bagus,bukan keluhan
5,good game,bukan keluhan
5,game ini seru,bukan keluhan
5,geme ini bagus dan ada fitur bulid sama rancanggan pro player thanks moonton👍,bukan keluhan
5,🔥,bukan keluhan
5,menghibur,bukan keluhan
5,mangkin keren ajah,bukan keluhan
5,mantap,bukan keluhan
5,kurangin drak sistem,bukan keluhan
5,bagus,bukan keluhan
5,"bagus,seru,i love emel,#emel4life",bukan keluhan
5,game bagus,bukan keluhan
5,game ini sangat seru sekaliii,bukan keluhan
5,permainan yg sngat2 menarik... grafik ok bnget... pkok nya top markotop....😁,bukan keluhan
5,"ini game sangat bagus untuk orang yang selalu sabar, dan ini game sangatlah bikin orang selalu sabar, tidak bikin stress kok😃👍",bukan keluhan
5,bagus dan skin ya banyak,bukan keluhan
5,gemnya sangat seru dan banyak iven iven menarik,bukan keluhan
5,Bagus banget,bukan keluhan
5,perbanyak lose streaknya biar lebih menantang,bukan keluhan
5,bagus,bukan keluhan
5,"gamenya bagus ga kyk sebelah burik, oiya jgn lupa kasih gw ws ton🤩",bukan keluhan
5,gamenya Bagus,bukan keluhan
5,gemya bagus banget ♥️,bukan keluhan
5,tolong di perbaiki jaringannya,bukan keluhan
5,sekarang saya udh bisa main jadi global hehe,bukan keluhan
5,ku kasih bintang lima karena moonton bagus ngasih timnya,bukan keluhan
5,bagus,bukan keluhan
5,sangat baik,bukan keluhan
5,gem ini bayak yalol kalo bukan gw hayper pasti nob yang ha terus nggak pakai retribution game rusak game rusak orangnya tolol tolol udah tahu dia jungler malah dipakai nggak pakai retribution tapi saya akan tetep kasi bitag 5 karna banyak geratisan,bukan keluhan
5,seru sih tapi jangan kasih gua los trik Mulu lah,bukan keluhan
5,game bagus yg ku main kan dari game yg lain,bukan keluhan
5,Game nya seru kalo musuh nya bot,bukan keluhan
5,geme keren,bukan keluhan
5,game nya sangat seru,bukan keluhan
5,Ml bagus sekali,bukan keluhan
5,sangat bagus,bukan keluhan
5,semoga terbaik,bukan keluhan
5,GK ada yg bisa saingin ml....,bukan keluhan
5,"Seru banget, tapi moonton kadang ngasih dark system jadi ya... agak kesal gituu.. dan hero-hero + skinnya udah bagus, dark systemnya juga sekarang udah agak jarang, jadi ku kasih rating 5 bintang aja👍🏻",bukan keluhan
5,seru sih tapi terkadang bug masih main suka Lag padahal jaringan juga full ..,bukan keluhan
5,sangat bagus tapi ketemu tim trol terus ppp,bukan keluhan
5,good game,bukan keluhan
5,sangat bagus,bukan keluhan
5,"tampilan yang sangat bagus ,i like to ml",bukan keluhan
5,wow,bukan keluhan
5,Kren,bukan keluhan
5,GOOD,bukan keluhan
5,Moonton minta tolong plis adain event hxh lagi ya soalnya mau spin,bukan keluhan
5,mantapp,bukan keluhan
5,bagus bgt,bukan keluhan
5,sangat bagus gem nya,bukan keluhan
5,seru,bukan keluhan
5,nice,bukan keluhan
5,gg geming,bukan keluhan
5,gem burik burik tolol gem haram terimakasih atas lostek ny yg gak ada menang ny main menang 1 kali kalah 10 atau 5× lebih apa ini sistem ny apalagi pas solo teman ku udah banyak yg imo aku masih di lejen gak naik naik bintang ny gestak di situ aja cape turun naik terus solo kalah prti kalah serba kalah udah cape solo prti sama aja gak ada yg benar tim lu kira aku bisa mengendong kh mengendong 4 orang bodoh bukan lah yg menyenangkan.,bukan keluhan
5,Aku suka bgt ML,bukan keluhan
5,game bagus,bukan keluhan
5,game nya selalu menjadi pilihan yang terbaik,bukan keluhan
5,YA YA YA BAGUS SEKALI DENGAN MUDAH AKU PERCAYA GAME Terbagus👍👍👍👍👍👍👍👍,bukan keluhan
5,mantap,bukan keluhan
5,Game ya cukup bagus,bukan keluhan
5,gamenya bagus seru,bukan keluhan
5,Ff baguS,bukan keluhan
5,seru,bukan keluhan
5,Bagus,bukan keluhan
5,Ayolah moonton kasih tim yg bener,bukan keluhan
5,gamenya bagus banget,bukan keluhan
5,👍,bukan keluhan
5,seru banget,bukan keluhan
5,keren,bukan keluhan
5,Mntapp,bukan keluhan
5,good,bukan keluhan
5,saya suka dengan permainan ini,bukan keluhan
5,game yang seru,bukan keluhan
5,bisa dimainkan kalau sedang gabut atau jamkos,bukan keluhan
5,good,bukan keluhan
5,bagus banget,bukan keluhan
5,Cape moonton gw tiga kali bintang 49 Langsung lose treak 5 kali cape broo gendongg teruss berat mas berapa kali gw nyiksa diri gara gara lose treak terus wr 50% gara gara tim ga jelas,bukan keluhan
5,game ny bagus dan bisa menghilangkan rasa galau kita dan bisa dpt kawan dari situ,bukan keluhan
5,gamenya bagus dengan update menarik tapi ada yang kurang yaitu kurang bnyak fitur yang membantu dan update yang jarang mohon juga perbaikan bug dan gamenya🤗,bukan keluhan
5,game yang sangat saya sukai,bukan keluhan
5,👍👍,bukan keluhan
5,bagus tapi ngeselin ni game,bukan keluhan
5,Jos,bukan keluhan
5,bagussssss bnyk inven gratis nyaaaa pokoknya bagus deeeeeeheheheh,bukan keluhan
5,bagus,bukan keluhan
5,👍👍👍👍👍,bukan keluhan
5,😁,bukan keluhan
5,"gamenya bagus, tapi keeseringan dapet tim yang agak kurang mendukung",bukan keluhan
5,mantap,bukan keluhan
5,game nya bagus,bukan keluhan
5,b a g u s,bukan keluhan
5,baik,bukan keluhan
5,LOMBA 5v5.....,bukan keluhan
5,game nya bagus cuman untuk penempatan player nya kurang di karenakan player yg sudah ahli bisa bertemu org yg tidak bisa bermain sehingga player yang bisa bermain menjadi terhenti atau terhalangi oleh player yang tidak bisa bermain sebaik nya untuk pihak mlbb kalau bisa di tambahkan fitur seperti kalau mendapatkan mvp tapi kalah star pada rank tidak berkurang,bukan keluhan
5,gamenya bagus,bukan keluhan
5,game sangat baik,bukan keluhan
5,sekarang udh lumayan,bukan keluhan
5,jangan dikasi team dark system dah itu aja,bukan keluhan
5,ok,bukan keluhan
5,bagus dan keren,bukan keluhan
5,bagus,bukan keluhan
5,seru,bukan keluhan
5,Game nya bagus tapi banyak L's nya,bukan keluhan
5,game nya seru tapi musuh nya susah,bukan keluhan
5,moonton terbaik bosss Garena oposisi ml,bukan keluhan
5,saatnya pertunjukanku raja Carry!,bukan keluhan
5,sip apknya,bukan keluhan
5,game yang baik,bukan keluhan
5,aku raja carry,bukan keluhan
5,bagus,bukan keluhan
5,bagus,bukan keluhan
5,bagus suka,bukan keluhan
5,game yang sangat menghibur,bukan keluhan
5,"mobil legen ini memang bagus, banyak Hero-nya dan skin-nya bagus dan bisa sabar ber 5 lagi",bukan keluhan
5,sangat bagus,bukan keluhan
5,seru,bukan keluhan
5,maaih ada yang ga adil tim nya,bukan keluhan
5,"tolong buat moonton lebih diseimbangkan matchmakingnya, saya mau pensi karena habis lose streak dari glory bintang 99 jadi 74, makasih buat moonton udah ngasih pengalaman yang kurang mengenakkan kepada saya, good luck buat moonton semoga gamenya ga sepi.",bukan keluhan
5,gamenya bagus cuma kalo ketemu tim toxic itu ngeselin,bukan keluhan
5,gamenya bagus banget gak kaya game sebelah,bukan keluhan
5,geme nya bagus,bukan keluhan
5,keren,bukan keluhan
5,sangat bagus grafik nya,bukan keluhan
5,game nya gila,bukan keluhan
5,keren banyak fitur dan mantap,bukan keluhan
5,game bagus,bukan keluhan
5,asik banget,bukan keluhan
5,monton ya allah gua pengen menang lah monton gua cape ls montokon,bukan keluhan
5,good games,bukan keluhan
5,game jelek banget jangan main bikin stres game ini kayak yg buat stres monton kan stress itu dulu monton tmn gw main bendino tak kaploki ndas e wi tak kon nukokke es mulo gendeng saiki,bukan keluhan
5,mantap,bukan keluhan
5,saya sangat suka,bukan keluhan
5,ya menurut sya gameny bagus tutornya lengkap,bukan keluhan
5,Ka internet aku g bisa nyambung,bukan keluhan
5,gaul sekali,bukan keluhan
5,"Game bahasa baku, sangat sopan bintang lima",bukan keluhan
5,gaul demais,bukan keluhan
5,sangat bagus,bukan keluhan
5,Game nya bagus banget,bukan keluhan
5,worth-it,bukan keluhan
5,mantap,bukan keluhan
5,ini game paling keren,bukan keluhan
5,bagus enak untuk di mainkan saya sarankan untuk memainkan x,bukan keluhan
5,game nya bagus,bukan keluhan
5,bagus.. penghilang penat,bukan keluhan
5,bagus🤩,bukan keluhan
5,"saya sangat suka MLBB ada banyak hero, dll pasti seru",bukan keluhan
5,game yang sangat baguss dan ramah,bukan keluhan
5,game nya seru,bukan keluhan
5,Mobile Legends: Bang Bang Game Bagus👍,bukan keluhan
5,game ramah banyak anak binatang yang maen ini,bukan keluhan
5,gamenya bagus tapi kalo kasi tim dipikir kidz,bukan keluhan
5,Bagus,bukan keluhan
5,saya sangat suka dengan game ini dan moonton tolong jangan kasih yang jago 🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^^⁠_⁠^(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)(⁠*⁠_⁠*⁠)O⁠_⁠oO⁠_⁠oO⁠_⁠oO⁠_⁠oO⁠_⁠o10o,bukan keluhan
5,aku mohon jangan ada bocil main mobile legends pagi pagi,bukan keluhan
5,"pensi gua main geme ini,ad faktor kesengajaan dari pihak aplikasi, kasih Tim yg tidak sesuai dgn rolenya,aku honor bintang 31, lose strike nya sampai mitic bintang 10, selalu dikasih Tim yg ngak tau main dan sering coba2 Hero diranked, mending aku hapus geme rusak ini geme pepek",bukan keluhan
5,sagan seru,bukan keluhan
5,sangatt bagusss sekalaii ini gamee,bukan keluhan
5,"bagus banget, mengurangi stress",bukan keluhan
5,game ini bagus aku suka meskipun banyak dark sistem nya😡aku suka game in,bukan keluhan
5,bagus,bukan keluhan
5,game seru,bukan keluhan
5,gtau setress,bukan keluhan
5,bagus,bukan keluhan
5,saya cuma mau hoki ketika Sipin,bukan keluhan
5,akun ku ilangggg tolong balikinnn,bukan keluhan
5,game ini bagus,bukan keluhan
5,aku raja cerry,bukan keluhan
5,wah bagus sekali gem nya kok kayak maksa kata kata nya🤣🤣🤣,bukan keluhan
5,game ml lumayan bagus,bukan keluhan
5,bagus,bukan keluhan
5,game nya sangat memuaskan walaupun terkadang saya mendapatkan kan tim yang tidak begitu bagus,bukan keluhan
5,gua kecewa sama game ini udah di kasih lose streak banyak banget punya mm suka ambil buff tim nya gak seimbang awalnya gua suka dan akhir akhirnya gua di kasih stress mana kerjaan banyak banget main game ini niatnya ilangin capek malah bikin stres tapi walaupun gitu gua tetep kasih bintang 5,bukan keluhan
5,grafik bagus kalo hp kalian mendukung dan eventnya banyak tapi aslinya ada yang kurang yaitu akun ku kok malah mau dibened padahal aku gak ngecit dan gak scrip itu kenapa ya tolong di perbaiki lagi untuk develofer sekian dari saya terima kasih,bukan keluhan
5,game gampang,bukan keluhan
5,Game Bagus,bukan keluhan
5,game nya seru tapi banyak drak sistem,bukan keluhan
5,suka,bukan keluhan
5,ok baik,bukan keluhan
5,sangat seru ml makin seru makin sip,bukan keluhan
5,oke ajah,bukan keluhan
5,seru banget gm nya,bukan keluhan
5,bagus dan keren,bukan keluhan
5,bagus banget game nya bikin stres,bukan keluhan
5,Seru banget gak ada bosennya main ML,bukan keluhan
5,tolong beriku jangan ngelag terus,bukan keluhan
5,ml sangat bagus banget,bukan keluhan
5,game nya bagus,bukan keluhan
5,gem na seru dan menantang tang,bukan keluhan
5,mantap game nya,bukan keluhan
5,gdmnya asik,bukan keluhan
5,game hebat,bukan keluhan
5,permainan ini cukup bagus. walaupun gua sering dikasih tim ngtrol gua kasih bintang lima dlu. tapi nonton kasih diamond dong,bukan keluhan
5,game nya seru,bukan keluhan
5,game yg sangat menyenangkan,bukan keluhan
5,keren,bukan keluhan
5,keren hebat,bukan keluhan
5,karena hd,bukan keluhan
5,bagus bagus🥰,bukan keluhan
5,gak jadi deh moonton kasih aku ws yah,bukan keluhan
5,"baguss, asikk",bukan keluhan
5,pokoknya bagus dah gitu aja,bukan keluhan
5,keren,bukan keluhan
5,semakin seru,bukan keluhan
5,sering ketemu drak system ga jelas,bukan keluhan
5,seruuuu,bukan keluhan
5,mlbb bagus banget,bukan keluhan
5,tolong montoon pemain rank di atas epic tidak di perbolehkan ikut di mode rank tolong hero sakit di nerf montoon,bukan keluhan
5,mohon banget nih papi MOONTON nih yah tolong di perbaiki battle nya saya sering mendapatkan orang yang tidak bisa mengerti cara main hero sekian terimakasih,bukan keluhan
5,ok bagus aja ni game seru dan agak ngeselin,bukan keluhan
5,keren,bukan keluhan
5,bagus,bukan keluhan
5,game nya bagus tapi kasih team nya itu pasti pastilah,bukan keluhan
5,good,bukan keluhan
5,"gamenya seru banget dah cuyy, info skin legend gratis moonton",bukan keluhan
5,bagus dan menarik untuk dimainkan,bukan keluhan
5,bagus,bukan keluhan
5,not bad sii cumn kadang ngelag,bukan keluhan
5,"emmm,bagus",bukan keluhan
5,Game ini sangat bagus sekali saya suka banget😍😍😍,bukan keluhan
5,mantap,bukan keluhan
5,good,bukan keluhan
5,game nya seru sekali,bukan keluhan
5,game nya sangat bagusss,bukan keluhan
5,game nya bagus untuk bermain party apalagi game ini bermain strategi kalo kalah itu dh biasa maupun menang karna saya mencari kebahagian bukan mencari hal hal yg tidak baik seperti tokxik thank you mlbb,bukan keluhan
5,sangatt keren,bukan keluhan
5,lebih optimal lagi ya ton,bukan keluhan
5,aku suka,bukan keluhan
5,"bagus dan seru, bisa dimain kan bersama taman",bukan keluhan
5,bagus sih tapi tolong batasin umur untuk game ini biar bocil-bocil dark sistem gak bisa main ML sama tolong kurangin DARK SISTEM,bukan keluhan
5,Gem bagus tapi herony tolong perbanyak revamp ya ingat,bukan keluhan
5,seru,bukan keluhan
5,game bagus,bukan keluhan
5,game ini seru sekali ya saya suka sekali kalian harus pada coba,bukan keluhan
5,okee,bukan keluhan
5,game yang sangat bagus,bukan keluhan
5,game sangat baikk,bukan keluhan
5,seru,bukan keluhan
5,sangat bagus,bukan keluhan
5,bagus,bukan keluhan
5,apk bgs,bukan keluhan
5,kerennn,bukan keluhan
5,bagus,bukan keluhan
5,wah mlbb adalah game favorit saya 😄,bukan keluhan
5,sangat bagus,bukan keluhan
5,kurangin dark sistem ny,bukan keluhan
5,Game ini sangat bagus,bukan keluhan
5,game nya bagus banget ini cocok banget buat dimainin sih 🗿🗿,bukan keluhan
5,bagus,bukan keluhan
5,uhuy,bukan keluhan
5,👍👍,bukan keluhan
5,sangat memuaskan,bukan keluhan
5,"game yang sangat bagus dark system tidak ada, game bagus😁😁",bukan keluhan
5,game bagus tapi kurangin dark sistem nya kasih gw win kah masa ls sampe 10,bukan keluhan
5,mantap,bukan keluhan
5,gimnya seru tapi banyak daksistem di mobillegend mohon gue endak temu daksistem lagi ya AllAh,bukan keluhan
5,game ini sangat seru walau bikin emosi tapi game ini sangat seru gak kayak game sebelah,bukan keluhan
5,nice,bukan keluhan
5,Game Kikir,bukan keluhan
5,game mobil legend sekarang wort banget Sekarang,bukan keluhan
5,"game yang sangat menarik, tim nya bot musuh ny pro player semua! jadi tolong ditingkat kan untuk kedepan nya ya developer!",bukan keluhan
5,game yang sangat seru,bukan keluhan
5,ml burik,bukan keluhan
5,bagus,bukan keluhan
5,"sangat mantap, cocok mengusir kegabutan",bukan keluhan
5,game bagus tapi tim nya seimbaing in ya,bukan keluhan
5,terbaik,bukan keluhan
5,game aneh,bukan keluhan
5,"hmm, moonton kenapa akuu ls muluuu,cape lah",bukan keluhan
5,GG monton,bukan keluhan
5,"game nya bagus ada banyak Hero yang harus dicoba dan terima kasih montoon sudah kasih skin gratis.pokok nya mantap lah, jaya Terus montoon👍👍👍👍",bukan keluhan
5,keren,bukan keluhan
5,game nya seru bisa Mabar tapi musuhnya Kadang kadang dark sistem,bukan keluhan
5,mantap,bukan keluhan
5,gg. mantapp,bukan keluhan
5,"semoga bsok"" darksistem di hilangkan moonton🗿",bukan keluhan
5,game sangat seru,bukan keluhan
5,bagus,bukan keluhan
5,sangat bagus,bukan keluhan
5,Good Game and Skinn 👍👍👍.tap,bukan keluhan
5,seru dan keren,bukan keluhan
5,"saya sangat menyukai game ini,saya sudah bermain dari 2019",bukan keluhan
5,seru apalagi event nya menarik,bukan keluhan
5,gacor,bukan keluhan
5,seruuuuu,bukan keluhan
5,gamplay nya bagus,bukan keluhan
5,seru banget,bukan keluhan
5,sangat seru dan hero nya keren keren,bukan keluhan
5,menghibur,bukan keluhan
5,game keren,bukan keluhan
5,game ini seru,bukan keluhan
5,Bagus banget game nya cuman di kurangi aja dark system nya,bukan keluhan
5,ilanhin drak sistem,bukan keluhan
